,artist,genre,link
1235,Maneskin,Pop/Rock,https://www.allmusic.com/artist/m%C3%A5neskin-mn0003698978
1236,Martin Page,Pop/Rock,https://www.allmusic.com/artist/martin-page-mn0000307278
1237,Kandi,R&B,https://www.allmusic.com/artist/kandi-mn0000358055
1238,4PM,R&B,https://www.allmusic.com/artist/4pm-for-positive-music-mn0000566468
1239,TeeFLii,R&B,https://www.allmusic.com/artist/teeflii-mn0003227782
1240,Tyla Yaweh,Rap,https://www.allmusic.com/artist/tyla-yaweh-mn0003749776
1241,Tha Dogg Pound,Rap,https://www.allmusic.com/artist/tha-dogg-pound-mn0000753766
1242,Charm Farm,Pop/Rock,https://www.allmusic.com/artist/charm-farm-mn0000083335
1243,Vybe,R&B,https://www.allmusic.com/artist/vybe-mn0000228241
1244,Idina Menzel,Stage & Screen,https://www.allmusic.com/artist/idina-menzel-mn0000769638
1245,Enya,New Age,https://www.allmusic.com/artist/enya-mn0000988471
1246,Regina Spektor,Pop/Rock,https://www.allmusic.com/artist/regina-spektor-mn0000386560
1247,IMx,R&B,https://www.allmusic.com/artist/imx-mn0000085399
1248,The Veronicas,Pop/Rock,https://www.allmusic.com/artist/the-veronicas-mn0000978359
1249,The Calling,Pop/Rock,https://www.allmusic.com/artist/the-calling-mn0000941518
1250,Dishwalla,Pop/Rock,https://www.allmusic.com/artist/dishwalla-mn0000167931
1251,Rufus Blaq,Pop/Rock,https://www.allmusic.com/artist/rufus-blaq-mn0000853763
1252,Corinne Bailey Rae,R&B,https://www.allmusic.com/artist/corinne-bailey-rae-mn0000733717
1253,Elton John,Pop/Rock,https://www.allmusic.com/artist/elton-john-mn0000796734
1254,Joji,Electronic,https://www.allmusic.com/artist/joji-mn0001064208
1255,Ed Sheeran,Pop/Rock,https://www.allmusic.com/artist/ed-sheeran-mn0002639628
1256,Talib Kweli,Rap,https://www.allmusic.com/artist/talib-kweli-mn0000158801
1257,Ghost Town DJ's,Rap,https://www.allmusic.com/artist/ghost-town-djs-mn0000549192
1258,Blanco Brown,Rap,https://www.allmusic.com/artist/blanco-brown-mn0003836326
1259,Jessica Andrews,Country,https://www.allmusic.com/artist/jessica-andrews-mn0000286530
1260,Justin Moore,Country,https://www.allmusic.com/artist/justin-moore-mn0000864411
1261,Gravity Kills,Pop/Rock,https://www.allmusic.com/artist/gravity-kills-mn0000739975
1262,Keala Settle,Stage & Screen,https://www.allmusic.com/artist/keala-settle-mn0001715510
1263,Corey,R&B,https://www.allmusic.com/artist/corey-mn0000116655
1264,M83.,Pop/Rock,https://www.allmusic.com/artist/m83-mn0000175525
1265,Mag 7,Pop/Rock,https://www.allmusic.com/artist/the-mag-7-mn0000812214
1266,Mat Kearney,Pop/Rock,https://www.allmusic.com/artist/mat-kearney-mn0000862343
1267,Adam Sandler,Comedy/Spoken,https://www.allmusic.com/artist/adam-sandler-mn0000500612
1268,Debelah Morgan,R&B,https://www.allmusic.com/artist/debelah-morgan-mn0000231819
1269,Billy Currington,Country,https://www.allmusic.com/artist/billy-currington-mn0000081739
1270,David Guetta,Electronic,https://www.allmusic.com/artist/david-guetta-mn0000213561
1271,Deborah Cox,R&B,https://www.allmusic.com/artist/deborah-cox-mn0000234647
1272,Kings Of Leon,Pop/Rock,https://www.allmusic.com/artist/kings-of-leon-mn0000097384
1273,Ryan Hurd,Country,https://www.allmusic.com/artist/ryan-hurd-mn0003003083
1274,Outasight,Pop/Rock,https://www.allmusic.com/artist/outasight-mn0002074902
1275,DLOW,Rap,https://www.allmusic.com/artist/dlow-mn0003454927
1276,Trick Pony,Country,https://www.allmusic.com/artist/trick-pony-mn0000021008
1277,Kardinal Offishall,Rap,https://www.allmusic.com/artist/kardinal-offishall-mn0000355885
1278,Trisha Yearwood,Country,https://www.allmusic.com/artist/trisha-yearwood-mn0000749476
1279,Alan Walker,Electronic,https://www.allmusic.com/artist/alan-walker-mn0003476307
1280,Travis Porter,Rap,https://www.allmusic.com/artist/travis-porter-mn0001496116
1281,Fall Out Boy,Pop/Rock,https://www.allmusic.com/artist/fall-out-boy-mn0000170879
1282,BLACKPINK,Pop/Rock,https://www.allmusic.com/artist/blackpink-mn0003541830
1283,Moneybagg Yo,Rap,https://www.allmusic.com/artist/moneybagg-yo-mn0003604916
1284,TLC,R&B,https://www.allmusic.com/artist/tlc-mn0000007689
1285,OK Go,Pop/Rock,https://www.allmusic.com/artist/ok-go-mn0000390743
1286,The Chemical Brothers,Electronic,https://www.allmusic.com/artist/the-chemical-brothers-mn0000067631
1287,Wale,Rap,https://www.allmusic.com/artist/wale-mn0000992606
1288,Saweetie,Rap,https://www.allmusic.com/artist/saweetie-mn0003710900
1289,Echosmith,Pop/Rock,https://www.allmusic.com/artist/echosmith-mn0003064351
1290,Tenille Arts,Country,https://www.allmusic.com/artist/tenille-arts-mn0003714371
1291,Azul Azul,Latin,https://www.allmusic.com/artist/azul-azul-mn0000055355
1292,All Saints,Pop/Rock,https://www.allmusic.com/artist/all-saints-mn0000000534
1293,Sawyer Fredericks,Pop/Rock,https://www.allmusic.com/artist/sawyer-fredericks-mn0003227766
1294,Steve Holy,Country,https://www.allmusic.com/artist/steve-holy-mn0000036359
1295,DragonForce,Pop/Rock,https://www.allmusic.com/artist/dragonforce-mn0000205838
1296,Los Umbrellos,Latin,https://www.allmusic.com/artist/los-umbrellos-mn0000212918
1297,Super Cat,Reggae,https://www.allmusic.com/artist/super-cat-mn0000033580
1298,Jaheim,R&B,https://www.allmusic.com/artist/jaheim-mn0000782163
1299,BRAVO All Stars,Pop/Rock,https://www.allmusic.com/artist/bravo-all-stars-mn0001476708
1300,Busta Rhymes,Rap,https://www.allmusic.com/artist/busta-rhymes-mn0000537548
1301,Lari White,Country,https://www.allmusic.com/artist/lari-white-mn0000104742
1302,OG Maco,Rap,https://www.allmusic.com/artist/og-maco-mn0003325402
1303,Keane,Pop/Rock,https://www.allmusic.com/artist/keane-mn0000857621
1304,Toya,R&B,https://www.allmusic.com/artist/toya-mn0000008997
1305,Milky Chance,Pop/Rock,https://www.allmusic.com/artist/milky-chance-mn0003161113
1306,Brantley Gilbert,Country,https://www.allmusic.com/artist/brantley-gilbert-mn0001657214
1307,James Newton Howard,Stage & Screen,https://www.allmusic.com/artist/james-newton-howard-mn0000786126
1308,Eli Young Band,Country,https://www.allmusic.com/artist/eli-young-band-mn0000081132
1309,50 Cent,Rap,https://www.allmusic.com/artist/50-cent-mn0000919805
1310,Dido,Pop/Rock,https://www.allmusic.com/artist/dido-mn0000217344
1311,Yung Joc,Rap,https://www.allmusic.com/artist/yung-joc-mn0000725333
1312,Tank,R&B,https://www.allmusic.com/artist/tank-mn0000003426
1313,Bella Poarch,Pop/Rock,https://www.allmusic.com/artist/bella-poarch-mn0004077129
1314,Nappy Roots,Rap,https://www.allmusic.com/artist/nappy-roots-mn0000371582
1315,Alicia Keys,R&B,https://www.allmusic.com/artist/alicia-keys-mn0000005307
1316,Travis Denning,Country,https://www.allmusic.com/artist/travis-denning-mn0002996272
1317,Chloe Kohanski,Pop/Rock,https://www.allmusic.com/artist/chloe-kohanski-mn0002876029
1318,Jodeci,R&B,https://www.allmusic.com/artist/jodeci-mn0000135152
1319,Stardust,Electronic,https://www.allmusic.com/artist/stardust-mn0001876695
1320,The Beatnuts,Rap,https://www.allmusic.com/artist/the-beatnuts-mn0000039917
1321,The Killers,Pop/Rock,https://www.allmusic.com/artist/the-killers-mn0000670226
1322,Teddy Geiger,Pop/Rock,https://www.allmusic.com/artist/teddy-geiger-mn0000895677
1323,Alexandra Stan,Electronic,https://www.allmusic.com/artist/alexandra-stan-mn0002651146
1324,Ruffneck,Electronic,https://www.allmusic.com/artist/ruffneck-mn0000358349
1325,Jann Arden,Pop/Rock,https://www.allmusic.com/artist/jann-arden-mn0000211850
1326,Omarion,R&B,https://www.allmusic.com/artist/omarion-mn0000468938
1327,John Michael Montgomery,Country,https://www.allmusic.com/artist/john-michael-montgomery-mn0000811897
1328,Good Charlotte,Pop/Rock,https://www.allmusic.com/artist/good-charlotte-mn0000665908
1329,Amanda Marshall,Pop/Rock,https://www.allmusic.com/artist/amanda-marshall-mn0000014784
1330,Alisan Porter,Pop/Rock,https://www.allmusic.com/artist/alisan-porter-mn0001946898
1331,Bon Jovi,Pop/Rock,https://www.allmusic.com/artist/bon-jovi-mn0000069534
1332,Dionne Warwick,R&B,https://www.allmusic.com/artist/dionne-warwick-mn0000165011
1333,Sole,Rap,https://www.allmusic.com/artist/sole-mn0000044057
1334,David Banner,Rap,https://www.allmusic.com/artist/david-banner-mn0000940125
1335,Sofi Tukker,Pop/Rock,https://www.allmusic.com/artist/sofi-tukker-mn0003460434
1336,Thompson Square,Country,https://www.allmusic.com/artist/thompson-square-mn0002610013
1337,Skrillex,Electronic,https://www.allmusic.com/artist/skrillex-mn0002365087
1338,Tegan,Electronic,https://www.allmusic.com/artist/tegan-mn0002649244
1339,David Bowie,Pop/Rock,https://www.allmusic.com/artist/david-bowie-mn0000531986
1340,Down A.K.A. Kilo,Rap,https://www.allmusic.com/artist/down-aka-kilo-mn0000556134
1341,Angelina,Electronic,https://www.allmusic.com/artist/angelina-mn0000756812
1342,DJ Sammy,Electronic,https://www.allmusic.com/artist/dj-sammy-mn0000661096
1343,Do,Pop/Rock,https://www.allmusic.com/artist/the-d%C3%B8-mn0001557353
1344,Nutta Butta,Rap,https://www.allmusic.com/artist/nutta-butta-mn0000887724
1345,Shanice,R&B,https://www.allmusic.com/artist/shanice-mn0000792839
1346,The Mighty Dub Katz,Electronic,https://www.allmusic.com/artist/fatboy-slim-mn0000133719
1347,Harry Styles,Pop/Rock,https://www.allmusic.com/artist/harry-styles-mn0002854537
1348,Lily Allen,Pop/Rock,https://www.allmusic.com/artist/lily-allen-mn0000562850
1349,Christina Milian,R&B,https://www.allmusic.com/artist/christina-milian-mn0000126168
1350,Tamia,R&B,https://www.allmusic.com/artist/tamia-mn0000165117
1351,Camp Lo,Rap,https://www.allmusic.com/artist/camp-lo-mn0000944172
1352,Blue October,Pop/Rock,https://www.allmusic.com/artist/blue-october-mn0000762097
1353,Kirk Franklin,Religious,https://www.allmusic.com/artist/kirk-franklin-mn0000083095
1354,Bilal,R&B,https://www.allmusic.com/artist/bilal-mn0000057280
1355,Lil' Zane,Rap,https://www.allmusic.com/artist/lil-zane-mn0000279203
1356,George Michael,Pop/Rock,https://www.allmusic.com/artist/george-michael-mn0000545074
1357,Hunter Hayes,Country,https://www.allmusic.com/artist/hunter-hayes-mn0000635686
1358,Meek Mill,Rap,https://www.allmusic.com/artist/meek-mill-mn0002103911
1359,Knoc-Turn'Al,Rap,https://www.allmusic.com/artist/knoc-turnal-mn0000106791
1360,Joe Jonas,Pop/Rock,https://www.allmusic.com/artist/joe-jonas-mn0002622976
1361,Blahzay Blahzay,Rap,https://www.allmusic.com/artist/blahzay-blahzay-mn0000757704
1362,Onyx,Rap,https://www.allmusic.com/artist/onyx-mn0000889411
1363,Chad Kroeger,Pop/Rock,https://www.allmusic.com/artist/chad-kroeger-mn0000189008
1364,Kesha,Pop/Rock,https://www.allmusic.com/artist/kesha-mn0000080358
1365,The Raconteurs,Pop/Rock,https://www.allmusic.com/artist/the-raconteurs-mn0000531653
1366,Travis Scott,Rap,https://www.allmusic.com/artist/travis-scott-mn0002998422
1367,Garrett Hedlund,Country,https://www.allmusic.com/artist/garrett-hedlund-mn0002564273
1368,Adam Ant,Pop/Rock,https://www.allmusic.com/artist/adam-ant-mn0000496487
1369,Stevie Wonder,R&B,https://www.allmusic.com/artist/stevie-wonder-mn0000622805
1370,Duncan Sheik,Pop/Rock,https://www.allmusic.com/artist/duncan-sheik-mn0000153915
1371,Nivea,R&B,https://www.allmusic.com/artist/nivea-mn0000422891
1372,Jimmy Buffett,Pop/Rock,https://www.allmusic.com/artist/jimmy-buffett-mn0000350840
1373,Creed,Pop/Rock,https://www.allmusic.com/artist/creed-mn0000782768
1374,Trippie Redd,Rap,https://www.allmusic.com/artist/trippie-redd-mn0003626953
1375,Swedish House Mafia,Electronic,https://www.allmusic.com/artist/swedish-house-mafia-mn0001714462
1376,Willa Ford,Pop/Rock,https://www.allmusic.com/artist/willa-ford-mn0000963032
1377,Wham!,Pop/Rock,https://www.allmusic.com/artist/wham%21-mn0000246960
1378,Stars On 54,Pop/Rock,https://www.allmusic.com/artist/stars-on-54-mn0000015952
1379,Kirko Bangz,Rap,https://www.allmusic.com/artist/kirko-bangz-mn0002777120
1380,Craig Campbell,Country,https://www.allmusic.com/artist/craig-campbell-mn0002574975
1381,Shaggy,Reggae,https://www.allmusic.com/artist/shaggy-mn0000156938
1382,B-Rock,Rap,https://www.allmusic.com/artist/b-rock-mn0000759699
1383,Zac Efron,Pop/Rock,https://www.allmusic.com/artist/zac-efron-mn0000501125
1384,Shades,Pop/Rock,https://www.allmusic.com/artist/shades-mn0000132330
1385,Hoku,Pop/Rock,https://www.allmusic.com/artist/hoku-mn0000957632
1386,T.I.,Rap,https://www.allmusic.com/artist/ti-mn0000001418
1387,Brian McComas,Country,https://www.allmusic.com/artist/brian-mccomas-mn0000618766
1388,James Otto,Country,https://www.allmusic.com/artist/james-otto-mn0000143216
1389,Hailee Steinfeld,Pop/Rock,https://www.allmusic.com/artist/hailee-steinfeld-mn0003276047
1390,M,Pop/Rock,https://www.allmusic.com/artist/-m--mn0000361951
1391,Heidi Newfield,Pop/Rock,https://www.allmusic.com/artist/heidi-newfield-mn0001002270
1392,Killer Mike,Rap,https://www.allmusic.com/artist/killer-mike-mn0000771261
1393,The Last Goodnight,Pop/Rock,https://www.allmusic.com/artist/the-last-goodnight-mn0001961883
1394,Luke Bryan,Country,https://www.allmusic.com/artist/luke-bryan-mn0000502198
1395,Billy Dean,Country,https://www.allmusic.com/artist/billy-dean-mn0000767370
1396,L.B.C. Crew,Rap,https://www.allmusic.com/artist/lbc-crew-mn0000119213
1397,Megan Thee Stallion,Rap,https://www.allmusic.com/artist/megan-thee-stallion-mn0003727639
1398,Solo,R&B,https://www.allmusic.com/artist/solo-mn0000030787
1399,Reiss,Pop/Rock,https://www.allmusic.com/artist/reiss-mn0000392080
1400,Crucial Conflict,Rap,https://www.allmusic.com/artist/crucial-conflict-mn0000782285
1401,O.T. Genasis,Rap,https://www.allmusic.com/artist/ot-genasis-mn0003312016
1402,Candlebox,Pop/Rock,https://www.allmusic.com/artist/candlebox-mn0000543595
1403,Lil Tjay,Rap,https://www.allmusic.com/artist/lil-tjay-mn0003807005
1404,Big Sister,Pop/Rock,https://www.allmusic.com/artist/big-sister-mn0000051825
1405,High School Musical 3 Cast,Stage & Screen,https://www.allmusic.com/artist/high-school-musical-3-senior-year-cast-ensemble-mn0002264467
1406,Maxi Priest,Reggae,https://www.allmusic.com/artist/maxi-priest-mn0000866417
1407,Play-N-Skillz,Rap,https://www.allmusic.com/artist/play-n-skillz-mn0000776098
1408,Mike Posner,Pop/Rock,https://www.allmusic.com/artist/mike-posner-mn0001740826
1409,Lupe Fiasco,Rap,https://www.allmusic.com/artist/lupe-fiasco-mn0000239628
1410,Dave Matthews Band,Pop/Rock,https://www.allmusic.com/artist/dave-matthews-band-mn0000961234
1411,Body Head Bangerz,Rap,https://www.allmusic.com/artist/body-head-bangerz-mn0000983011
1412,Destiny's Child,R&B,https://www.allmusic.com/artist/destinys-child-mn0000210991
1413,Peggy Scott-Adams,R&B,https://www.allmusic.com/artist/peggy-scott-adams-mn0000257181
1414,Moby,Electronic,https://www.allmusic.com/artist/moby-mn0000477116
1415,Gang Starr,Rap,https://www.allmusic.com/artist/gang-starr-mn0000193601
1416,Shawn Mendes,Pop/Rock,https://www.allmusic.com/artist/shawn-mendes-mn0003276902
1417,Jay Rock,Rap,https://www.allmusic.com/artist/jay-rock-mn0000934172
1418,Slum Village,Rap,https://www.allmusic.com/artist/slum-village-mn0000026504
1419,Iyaz,Pop/Rock,https://www.allmusic.com/artist/iyaz-mn0001511928
1420,Lillywood,Pop/Rock,https://www.allmusic.com/artist/lilly-wood-the-prick-mn0002492561
1421,Sueco,Rap,https://www.allmusic.com/artist/sueco-mn0002114575
1422,B.G.,Rap,https://www.allmusic.com/artist/bg-mn0000069468
1423,Bazzi,Pop/Rock,https://www.allmusic.com/artist/bazzi-mn0003673291
1424,Kris Wu,International,https://www.allmusic.com/artist/kris-wu-mn0003658981
1425,Uncle Sam,R&B,https://www.allmusic.com/artist/uncle-sam-mn0000811178
1426,Enigma,Electronic,https://www.allmusic.com/artist/enigma-mn0000150048
1427,BENEE,Pop/Rock,https://www.allmusic.com/artist/benee-mn0003850385
1428,Carrie Underwood,Country,https://www.allmusic.com/artist/carrie-underwood-mn0000861252
1429,Usher,R&B,https://www.allmusic.com/artist/usher-mn0000303506
1430,Lauryn Hill,R&B,https://www.allmusic.com/artist/lauryn-hill-mn0000113753
1431,Art N' Soul,R&B,https://www.allmusic.com/artist/art-n-soul-mn0000505018
1432,A Perfect Circle,Pop/Rock,https://www.allmusic.com/artist/a-perfect-circle-mn0000479149
1433,Mia,Electronic,https://www.allmusic.com/artist/mia-mn0000388773
1434,Dream,Pop/Rock,https://www.allmusic.com/artist/the-dream-mn0003108663
1435,The O'Jays,R&B,https://www.allmusic.com/artist/the-ojays-mn0000892771
1436,Buckcherry,Pop/Rock,https://www.allmusic.com/artist/buckcherry-mn0000533551
1437,Jamie Walters,Pop/Rock,https://www.allmusic.com/artist/jamie-walters-mn0000809271
1438,Timbaland,Rap,https://www.allmusic.com/artist/timbaland-mn0000602378
1439,Az Yet,R&B,https://www.allmusic.com/artist/az-yet-mn0000758921
1440,The Wallflowers,Pop/Rock,https://www.allmusic.com/artist/the-wallflowers-mn0000585896
1441,Grace Potter,Pop/Rock,https://www.allmusic.com/artist/grace-potter-mn0000706266
1442,Isyss,Pop/Rock,https://www.allmusic.com/artist/isyss-mn0000768349
1443,Mint Condition,R&B,https://www.allmusic.com/artist/mint-condition-mn0000898188
1444,Rob $tone,Rap,https://www.allmusic.com/artist/rob-tone-mn0003542756
1445,Green Day,Pop/Rock,https://www.allmusic.com/artist/green-day-mn0000154544
1446,Incubus,Pop/Rock,https://www.allmusic.com/artist/incubus-mn0000772745
1447,Chrisette Michele,R&B,https://www.allmusic.com/artist/chrisette-michele-mn0000532610
1448,Lil Jon,Rap,https://www.allmusic.com/artist/lil-jon-mn0000826299
1449,The Corrs,Pop/Rock,https://www.allmusic.com/artist/the-corrs-mn0000075591
1450,Everlast,Rap,https://www.allmusic.com/artist/everlast-mn0000155044
1451,Club 69,Electronic,https://www.allmusic.com/artist/club-69-mn0000789890
1452,D4L,Rap,https://www.allmusic.com/artist/d4l-mn0000847006
1453,Immature,R&B,https://www.allmusic.com/artist/immature-mn0000771838
1454,Freedy Johnston,Pop/Rock,https://www.allmusic.com/artist/freedy-johnston-mn0000802464
1455,Polo G,Rap,https://www.allmusic.com/artist/polo-g-mn0003812234
1456,Martina McBride,Country,https://www.allmusic.com/artist/martina-mcbride-mn0000368112
1457,Color Me Badd,R&B,https://www.allmusic.com/artist/color-me-badd-mn0000776371
1458,Hot Stylz,Rap,https://www.allmusic.com/artist/hot-stylz-mn0001000776
1459,Baby,Rap,https://www.allmusic.com/artist/birdman-mn0000096923
1460,Hannah Montana,Pop/Rock,https://www.allmusic.com/artist/miley-cyrus-mn0000551762
1461,Tainy,Latin,https://www.allmusic.com/artist/tainy-mn0003062673
1462,j-hope,Rap,https://www.allmusic.com/artist/j-hope-mn0003560020
1463,Ant Saunders,Pop/Rock,https://www.allmusic.com/artist/ant-saunders-mn0003890057
1464,Xscape,R&B,https://www.allmusic.com/artist/xscape-mn0000681956
1465,Ben Rector,Pop/Rock,https://www.allmusic.com/artist/ben-rector-mn0002536650
1466,Clairo,Pop/Rock,https://www.allmusic.com/artist/clairo-mn0003716129
1467,Lil Scrappy,Rap,https://www.allmusic.com/artist/lil-scrappy-mn0000270162
1468,The 4 Seasons,Pop/Rock,https://www.allmusic.com/artist/the-four-seasons-mn0000764185
1469,for KING,Religious,https://www.allmusic.com/artist/for-king-country-mn0002770357
1470,Riley Green,Country,https://www.allmusic.com/artist/riley-green-mn0003672594
1471,Nicki French,Pop/Rock,https://www.allmusic.com/artist/nicki-french-mn0000868617
1472,Terry McDermott,Pop/Rock,https://www.allmusic.com/artist/terry-mcdermott-mn0003043792
1473,Hannah Huston,Pop/Rock,https://www.allmusic.com/artist/hannah-huston-mn0003519165
1474,iio,Electronic,https://www.allmusic.com/artist/iio-mn0000094222
1475,Goodfellaz,R&B,https://www.allmusic.com/artist/goodfellaz-mn0000664520
1476,B.o.B,Rap,https://www.allmusic.com/artist/bob-mn0000726348
1477,YFN Lucci,Rap,https://www.allmusic.com/artist/yfn-lucci-mn0003423075
1478,MGK,Rap,https://www.allmusic.com/artist/mgk-mn0002817685
1479,Our Lady Peace,Pop/Rock,https://www.allmusic.com/artist/our-lady-peace-mn0000490852
1480,4.0,Rap,https://www.allmusic.com/artist/noah-shebib-mn0001088755
1481,Paul Wall,Rap,https://www.allmusic.com/artist/paul-wall-mn0000036641
1482,Oliver Tree,Pop/Rock,https://www.allmusic.com/artist/oliver-tree-mn0003629947
1483,Melissa Etheridge,Pop/Rock,https://www.allmusic.com/artist/melissa-etheridge-mn0000345355
1484,Snootie Wild,Rap,https://www.allmusic.com/artist/snootie-wild-mn0003265426
1485,Playa,R&B,https://www.allmusic.com/artist/playa-mn0000286677
1486,Subway,R&B,https://www.allmusic.com/artist/subway-mn0000924102
1487,Rae Sremmurd,Rap,https://www.allmusic.com/artist/rae-sremmurd-mn0003262021
1488,Coo Coo Cal,Rap,https://www.allmusic.com/artist/coo-coo-cal-mn0000780192
1489,Ant Clemons,R&B,https://www.allmusic.com/artist/ant-clemons-mn0003799723
1490,Selena Gomez,Pop/Rock,https://www.allmusic.com/artist/selena-gomez-mn0000996096
1491,Jason Mraz,Pop/Rock,https://www.allmusic.com/artist/jason-mraz-mn0000221059
1492,La Bouche,Electronic,https://www.allmusic.com/artist/la-bouche-mn0000777366
1493,DMX,Rap,https://www.allmusic.com/artist/dmx-mn0000661795
1494,Beck,Pop/Rock,https://www.allmusic.com/artist/beck-mn0000124492
1495,Melanie Martinez,Pop/Rock,https://www.allmusic.com/artist/melanie-martinez-mn0003038955
1496,Lil' Duval,Comedy/Spoken,https://www.allmusic.com/artist/lil-duval-mn0001561435
1497,Imajin,R&B,https://www.allmusic.com/artist/imajin-mn0000080836
1498,Nitty,Rap,https://www.allmusic.com/artist/nitty-mn0000419774
1499,Wyclef Jean,Rap,https://www.allmusic.com/artist/wyclef-jean-mn0000583161
1500,The Brand New Heavies,R&B,https://www.allmusic.com/artist/the-brand-new-heavies-mn0000628684
1501,Charlie Wilson,R&B,https://www.allmusic.com/artist/charlie-wilson-mn0000100116
1502,Josh Kaufman,Pop/Rock,https://www.allmusic.com/artist/josh-kaufman-mn0003589341
1503,Huey,Rap,https://www.allmusic.com/artist/huey-mn0000279045
1504,Chris Brown,R&B,https://www.allmusic.com/artist/chris-brown-mn0000266063
1505,Michael Jackson,R&B,https://www.allmusic.com/artist/michael-jackson-mn0000467203
1506,Amerie,R&B,https://www.allmusic.com/artist/amerie-mn0000019740
1507,Javier Colon,R&B,https://www.allmusic.com/artist/javier-colon-mn0001531300
1508,The Barden Bellas,Stage & Screen,https://www.allmusic.com/artist/the-barden-bellas-mn0002998486
1509,Midland,Country,https://www.allmusic.com/artist/midland-mn0003567510
1510,Calum Scott,Pop/Rock,https://www.allmusic.com/artist/calum-scott-mn0003509815
1511,Lil Mama,Rap,https://www.allmusic.com/artist/lil-mama-mn0002009611
1512,The Carters,R&B,https://www.allmusic.com/artist/the-carters-mn0003750925
1513,Andy Griggs,Country,https://www.allmusic.com/artist/andy-griggs-mn0000033481
1514,Trey Lewis,Country,https://www.allmusic.com/artist/trey-lewis-mn0003303922
1515,Chris Blue,Religious,https://www.allmusic.com/artist/chris-blue-mn0000550233
1516,X Ambassadors,Pop/Rock,https://www.allmusic.com/artist/x-ambassadors-mn0003090653
1517,She Moves,Pop/Rock,https://www.allmusic.com/artist/she-moves-mn0000022472
1518,King Von,Rap,https://www.allmusic.com/artist/king-von-mn0003831585
1519,The-Dream,R&B,https://www.allmusic.com/artist/the-dream-mn0001028077
1520,YC,Rap,https://www.allmusic.com/artist/yc-mn0001489604
1521,Swizz Beatz,Rap,https://www.allmusic.com/artist/swizz-beatz-mn0000051828
1522,Tatyana Ali,R&B,https://www.allmusic.com/artist/tatyana-ali-mn0000019323
1523,Taking Back Sunday,Pop/Rock,https://www.allmusic.com/artist/taking-back-sunday-mn0000158656
1524,Kimberly Scott,R&B,https://www.allmusic.com/artist/kimberly-scott-mn0001824897
1525,Mitchel Musso,Pop/Rock,https://www.allmusic.com/artist/mitchel-musso-mn0000664580
1526,Devin Dawson,Pop/Rock,https://www.allmusic.com/artist/devin-dawson-mn0003592778
1527,High School Musical 2 Cast,Stage & Screen,https://www.allmusic.com/artist/high-school-musical-2-cast-ensemble-mn0001804967
1528,A*Teens,Electronic,https://www.allmusic.com/artist/ateens-mn0002960510
1529,Athenaeum,Pop/Rock,https://www.allmusic.com/artist/athenaeum-mn0000508470
1530,James Blunt,Pop/Rock,https://www.allmusic.com/artist/james-blunt-mn0000391586
1531,Bridgit Mendler,Pop/Rock,https://www.allmusic.com/artist/bridgit-mendler-mn0002397780
1532,Disturbed,Pop/Rock,https://www.allmusic.com/artist/disturbed-mn0000175579
1533,Saving Abel,Pop/Rock,https://www.allmusic.com/artist/saving-abel-mn0000567769
1534,Guns N' Roses,Pop/Rock,https://www.allmusic.com/artist/guns-n-roses-mn0000540883
1535,B Rich,Electronic,https://www.allmusic.com/artist/b-rich-mn0001048177
1536,Dixie Chicks,Country,https://www.allmusic.com/artist/the-dixie-chicks-mn0003951957
1537,Why Don't We,Pop/Rock,https://www.allmusic.com/artist/why-dont-we-mn0003578323
1538,Robin Thicke,R&B,https://www.allmusic.com/artist/robin-thicke-mn0000238686
1539,Amber,Electronic,https://www.allmusic.com/artist/amber-mn0000020919
1540,Rick Ross,Rap,https://www.allmusic.com/artist/rick-ross-mn0000853655
1541,Emeli Sande,Pop/Rock,https://www.allmusic.com/artist/emeli-sand%C3%A9-mn0002365018
1542,Bounty Killer,Reggae,https://www.allmusic.com/artist/bounty-killer-mn0000078758
1543,Gin Blossoms,Pop/Rock,https://www.allmusic.com/artist/gin-blossoms-mn0000947563
1544,Drake,Rap,https://www.allmusic.com/artist/drake-mn0001035294
1545,The Kinleys,Country,https://www.allmusic.com/artist/kinleys-mn0000773007
1546,Christion,R&B,https://www.allmusic.com/artist/christi%C3%B3n-mn0000123515
1547,MAGIC!,Pop/Rock,https://www.allmusic.com/artist/magic%21-mn0003211361
1548,The Cranberries,Pop/Rock,https://www.allmusic.com/artist/the-cranberries-mn0000784814
1549,Cold,Pop/Rock,https://www.allmusic.com/artist/cold-mn0000105638
1550,Ali Gatie,Rap,https://www.allmusic.com/artist/ali-gatie-mn0003791219
1551,311,Pop/Rock,https://www.allmusic.com/artist/311-mn0000485135
1552,Marques Houston,R&B,https://www.allmusic.com/artist/marques-houston-mn0000849405
1553,Sharissa,R&B,https://www.allmusic.com/artist/sharissa-mn0000007316
1554,Tru,Rap,https://www.allmusic.com/artist/tru-mn0000010635
1555,Phajja,R&B,https://www.allmusic.com/artist/phajja-mn0000325126
1556,HARDY,Country,https://www.allmusic.com/artist/hardy-mn0003796935
1557,6LACK,R&B,https://www.allmusic.com/artist/6lack-mn0003547656
1558,Elvis Crespo,Latin,https://www.allmusic.com/artist/elvis-crespo-mn0000166033
1559,Kris Kross,Rap,https://www.allmusic.com/artist/kris-kross-mn0000106540
1560,Matthew Sweet,Pop/Rock,https://www.allmusic.com/artist/matthew-sweet-mn0000387530
